"return_id","return_type","market","partner","logistics_provider","owner","status","created_date","due_date","last_update_date","closed_date","item_description","quantity","value_eur","currency","delay_reason","notes","source_label"
"DXR-2788","Service part","Spain","Iberia Health","BritShip Medical","Marta Ruiz","Return authorized","2026-06-25","2026-06-28","2026-07-04","","CT collimator module","2","35797","EUR","Normal transit","Synthetic record: normal transit noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2789","Service part","Italy","Clinica Nord IT","NordicRoute AB","Luca Romano","Awaiting market action","2026-06-14","2026-06-12","2026-07-01","","MRI RF coil","3","37428","EUR","Missing export document","Synthetic record: missing export document noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2790","Finished device","United Kingdom","NHS Trust Demo","EastMed Transport","Sarah Collins","Inspection pending","2026-06-03","2026-06-30","2026-06-28","","Vital signs monitor","4","41859","EUR","Inspection queue","Synthetic record: inspection queue noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2791","Service part","Sweden","Nordic Care SE","Atlantic MedFreight","Erik Lind","Customs hold","2026-05-23","2026-06-14","2026-06-25","","X-ray detector module","5","40690","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2792","Service part","Belgium","BeLux Diagnostics","Alpine Freight AG","Marie Dubois","In transit","2026-05-12","2026-05-29","2026-06-22","","Ultrasound probe assembly","6","42321","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2793","Finished device","Austria","Alpen Klinik AT","TransLine Europe","Thomas Gruber","Pickup pending","2026-05-01","2026-05-13","2026-07-07","","Portable ultrasound unit","1","39552","EUR","Pickup missed","Synthetic record: pickup missed noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2794","Service part","Poland","Warsaw Health PL","NorthSea Freight","Piotr Nowak","Closed","2026-04-20","2026-04-27","2026-07-04","2026-04-27","CT gantry sensor","2","38383","EUR","Customer site access","Synthetic record: customer site access noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2795","Service part","Denmark","Copenhagen Imaging","EuroRoute Logistics","Freja Hansen","Received","2026-04-09","2026-04-11","2026-07-01","","Image reconstruction board","3","40014","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2796","Finished device","Ireland","Dublin Care IE","MedMove Logistics","Niamh Byrne","Return authorized","2026-06-21","2026-06-18","2026-06-28","","Emergency care display","4","44445","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2797","Service part","Switzerland","Swiss Imaging AG","BritShip Medical","Lena Meier","Awaiting market action","2026-06-10","2026-07-06","2026-06-25","","Detector calibration kit","5","43276","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2798","Service part","Portugal","Lisbon Diagnostics","NordicRoute AB","Ines Silva","Inspection pending","2026-05-30","2026-06-20","2026-06-22","","CT collimator module","6","44907","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2799","Finished device","Norway","Oslo Care NO","EastMed Transport","Kari Olsen","Customs hold","2026-05-19","2026-06-04","2026-07-07","","Anesthesia workstation","1","42138","EUR","Disposition pending","Synthetic record: disposition pending noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2800","Service part","Finland","Helsinki Imaging","Atlantic MedFreight","Aino Virtanen","In transit","2026-05-08","2026-05-19","2026-07-04","","Power distribution board","2","40969","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2801","Service part","Germany","MedServ DE","Alpine Freight AG","Anna Keller","Pickup pending","2026-04-27","2026-05-03","2026-07-01","","X-ray detector module","3","42600","EUR","Border processing","Synthetic record: border processing noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2802","Finished device","Netherlands","Hospital Partner NL","TransLine Europe","Joost Vermeer","Closed","2026-04-16","2026-04-17","2026-06-28","2026-04-17","Defibrillator system","4","47031","EUR","Missing local approval","Synthetic record: missing local approval noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2803","Service part","France","BioClinique FR","NorthSea Freight","Claire Martin","Received","2026-06-28","2026-06-24","2026-06-25","","MRI cooling pump","5","45862","EUR","Missing due date","Synthetic record: missing due date noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2804","Service part","Spain","Iberia Health","EuroRoute Logistics","Marta Ruiz","Return authorized","2026-06-17","2026-07-12","2026-06-22","","CT gantry sensor","6","47493","EUR","Normal processing","Synthetic record: normal processing noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2805","Finished device","Italy","Clinica Nord IT","MedMove Logistics","Luca Romano","Awaiting market action","2026-06-06","2026-06-26","2026-07-07","","Mobile C-arm","1","44724","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2806","Service part","United Kingdom","NHS Trust Demo","BritShip Medical","Sarah Collins","Inspection pending","2026-05-26","2026-06-10","2026-07-04","","Gradient amplifier card","2","43555","EUR","Normal transit","Synthetic record: normal transit noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2807","Service part","Sweden","Nordic Care SE","NordicRoute AB","Erik Lind","Customs hold","2026-05-15","2026-05-25","2026-07-01","","Detector calibration kit","3","45186","EUR","Missing export document","Synthetic record: missing export document noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2808","Finished device","Belgium","BeLux Diagnostics","EastMed Transport","Marie Dubois","In transit","2026-05-04","2026-05-09","2026-06-28","","Telemetry station","4","49617","EUR","Inspection queue","Synthetic record: inspection queue noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2809","Service part","Austria","Alpen Klinik AT","Atlantic MedFreight","Thomas Gruber","Pickup pending","2026-04-23","2026-04-23","2026-06-25","","MRI RF coil","5","48448","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2810","Service part","Poland","Warsaw Health PL","Alpine Freight AG","Piotr Nowak","Closed","2026-04-12","2026-04-07","2026-06-22","2026-04-07","Power distribution board","6","50079","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2811","Finished device","Denmark","Copenhagen Imaging","TransLine Europe","Freja Hansen","Received","2026-06-24","2026-07-18","2026-07-07","","Patient monitor unit","1","47310","EUR","Pickup missed","Synthetic record: pickup missed noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2812","Service part","Ireland","Dublin Care IE","NorthSea Freight","Niamh Byrne","Return authorized","2026-06-13","2026-07-02","2026-07-04","","Ultrasound probe assembly","2","46141","EUR","Customer site access","Synthetic record: customer site access noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2813","Service part","Switzerland","Swiss Imaging AG","EuroRoute Logistics","Lena Meier","Awaiting market action","2026-06-02","2026-06-16","2026-07-01","","MRI cooling pump","3","47772","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2814","Finished device","Portugal","Lisbon Diagnostics","MedMove Logistics","Ines Silva","Inspection pending","2026-05-22","2026-05-31","2026-06-28","","Respiratory monitor","4","52203","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2815","Service part","Norway","Oslo Care NO","BritShip Medical","Kari Olsen","Customs hold","2026-05-11","","2026-06-25","","Image reconstruction board","5","51034","EUR","Missing due date","Synthetic record: missing due date noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2816","Service part","Finland","Helsinki Imaging","NordicRoute AB","Aino Virtanen","In transit","2026-04-30","2026-04-29","2026-06-22","","Gradient amplifier card","6","52665","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2817","Finished device","Germany","MedServ DE","EastMed Transport","Anna Keller","Pickup pending","2026-04-19","2026-05-17","2026-07-07","","Patient telemetry receiver","1","49896","EUR","Disposition pending","Synthetic record: disposition pending noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2818","Service part","Netherlands","Hospital Partner NL","Atlantic MedFreight","Joost Vermeer","Closed","2026-04-08","2026-05-01","2026-07-04","2026-05-01","CT collimator module","2","48727","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2819","Service part","France","BioClinique FR","Alpine Freight AG","Claire Martin","Received","2026-06-20","2026-07-08","2026-07-01","","MRI RF coil","3","50358","EUR","Border processing","Synthetic record: border processing noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2820","Finished device","Spain","Iberia Health","TransLine Europe","Marta Ruiz","Return authorized","2026-06-09","2026-06-22","2026-06-28","","Vital signs monitor","4","54789","EUR","Missing local approval","Synthetic record: missing local approval noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2821","Service part","Italy","Clinica Nord IT","NorthSea Freight","Luca Romano","Awaiting market action","2026-05-29","2026-06-06","2026-06-25","","X-ray detector module","5","53620","EUR","Missing due date","Synthetic record: missing due date noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2822","Service part","United Kingdom","NHS Trust Demo","EuroRoute Logistics","Sarah Collins","Inspection pending","2026-05-18","2026-05-21","2026-06-22","","Ultrasound probe assembly","6","55251","EUR","Normal processing","Synthetic record: normal processing noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2823","Finished device","Sweden","Nordic Care SE","MedMove Logistics","Erik Lind","Customs hold","2026-05-07","2026-05-05","2026-07-07","","Portable ultrasound unit","1","52482","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2824","Service part","Belgium","BeLux Diagnostics","BritShip Medical","Marie Dubois","In transit","2026-04-26","2026-05-23","2026-07-04","","CT gantry sensor","2","51313","EUR","Normal transit","Synthetic record: normal transit noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2825","Service part","Austria","Alpen Klinik AT","NordicRoute AB","Thomas Gruber","Pickup pending","2026-04-15","2026-05-07","2026-07-01","","Image reconstruction board","3","52944","EUR","Missing export document","Synthetic record: missing export document noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2826","Finished device","Poland","Warsaw Health PL","EastMed Transport","Piotr Nowak","Closed","2026-06-27","2026-07-14","2026-06-28","2026-07-08","Emergency care display","4","57375","EUR","Inspection queue","Synthetic record: inspection queue noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2827","Service part","Denmark","Copenhagen Imaging","Atlantic MedFreight","Freja Hansen","Received","2026-06-16","2026-06-28","2026-06-25","","Detector calibration kit","5","56206","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2828","Service part","Ireland","Dublin Care IE","Alpine Freight AG","Niamh Byrne","Return authorized","2026-06-05","2026-06-12","2026-06-22","","CT collimator module","6","57837","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2829","Finished device","Switzerland","Swiss Imaging AG","TransLine Europe","Lena Meier","Awaiting market action","2026-05-25","2026-05-27","2026-07-07","","Anesthesia workstation","1","55068","EUR","Pickup missed","Synthetic record: pickup missed noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2830","Service part","Portugal","Lisbon Diagnostics","NorthSea Freight","Ines Silva","Inspection pending","2026-05-14","2026-05-11","2026-07-04","","Power distribution board","2","53899","EUR","Customer site access","Synthetic record: customer site access noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2831","Service part","Norway","Oslo Care NO","EuroRoute Logistics","Kari Olsen","Customs hold","2026-05-03","2026-05-29","2026-07-01","","X-ray detector module","3","55530","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2832","Finished device","Finland","Helsinki Imaging","MedMove Logistics","Aino Virtanen","In transit","2026-04-22","2026-05-13","2026-06-28","","Defibrillator system","4","59961","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2833","Service part","Germany","MedServ DE","BritShip Medical","Anna Keller","Pickup pending","2026-04-11","2026-04-27","2026-06-25","","MRI cooling pump","5","58792","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2834","Service part","Netherlands","Hospital Partner NL","NordicRoute AB","Joost Vermeer","Closed","2026-06-23","2026-07-04","2026-06-22","2026-07-04","CT gantry sensor","6","60423","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2835","Finished device","France","BioClinique FR","EastMed Transport","Claire Martin","Received","2026-06-12","2026-06-18","2026-07-07","","Mobile C-arm","1","57654","EUR","Disposition pending","Synthetic record: disposition pending noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2836","Service part","Spain","Iberia Health","Atlantic MedFreight","Marta Ruiz","Return authorized","2026-06-01","2026-06-02","2026-07-04","","Gradient amplifier card","2","56485","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2837","Service part","Italy","Clinica Nord IT","Alpine Freight AG","Luca Romano","Awaiting market action","2026-05-21","2026-05-17","2026-07-01","","Detector calibration kit","3","58116","EUR","Border processing","Synthetic record: border processing noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2838","Finished device","United Kingdom","NHS Trust Demo","TransLine Europe","Sarah Collins","Inspection pending","2026-05-10","2026-06-04","2026-06-28","","Telemetry station","4","62547","EUR","Missing local approval","Synthetic record: missing local approval noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2839","Service part","Sweden","Nordic Care SE","NorthSea Freight","Erik Lind","Customs hold","2026-04-29","2026-05-19","2026-06-25","","MRI RF coil","5","61378","EUR","Missing due date","Synthetic record: missing due date noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2840","Service part","Belgium","BeLux Diagnostics","EuroRoute Logistics","Marie Dubois","In transit","2026-04-18","2026-05-03","2026-06-22","","Power distribution board","6","63009","EUR","Normal processing","Synthetic record: normal processing noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2841","Finished device","Austria","Alpen Klinik AT","MedMove Logistics","Thomas Gruber","Pickup pending","2026-06-30","2026-07-10","2026-07-07","","Patient monitor unit","1","60240","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2842","Service part","Poland","Warsaw Health PL","BritShip Medical","Piotr Nowak","Closed","2026-06-19","2026-06-24","2026-07-04","2026-06-24","Ultrasound probe assembly","2","59071","EUR","Normal transit","Synthetic record: normal transit noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2843","Service part","Denmark","Copenhagen Imaging","NordicRoute AB","Freja Hansen","Received","2026-06-08","2026-06-08","2026-07-01","","MRI cooling pump","3","60702","EUR","Missing export document","Synthetic record: missing export document noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2844","Finished device","Ireland","Dublin Care IE","EastMed Transport","Niamh Byrne","Return authorized","2026-05-28","2026-05-23","2026-06-28","","Respiratory monitor","4","65133","EUR","Inspection queue","Synthetic record: inspection queue noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2845","Service part","Switzerland","Swiss Imaging AG","Atlantic MedFreight","Lena Meier","Awaiting market action","2026-05-17","2026-06-10","2026-06-25","","Image reconstruction board","5","63964","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2846","Service part","Portugal","Lisbon Diagnostics","Alpine Freight AG","Ines Silva","Inspection pending","2026-05-06","2026-05-25","2026-06-22","","Gradient amplifier card","6","13595","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2847","Finished device","Norway","Oslo Care NO","TransLine Europe","Kari Olsen","Customs hold","2026-04-25","2026-05-09","2026-07-07","","Patient telemetry receiver","1","10826","EUR","Pickup missed","Synthetic record: pickup missed noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2848","Service part","Finland","Helsinki Imaging","NorthSea Freight","Aino Virtanen","In transit","2026-04-14","2026-04-23","2026-07-04","","CT collimator module","2","9657","EUR","Customer site access","Synthetic record: customer site access noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2849","Service part","Germany","MedServ DE","EuroRoute Logistics","Anna Keller","Pickup pending","2026-06-26","2026-06-30","2026-07-01","","MRI RF coil","3","11288","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2850","Finished device","Netherlands","Hospital Partner NL","MedMove Logistics","Joost Vermeer","Closed","2026-06-15","2026-06-14","2026-06-28","2026-06-14","Vital signs monitor","4","15719","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2851","Service part","France","BioClinique FR","BritShip Medical","Claire Martin","Received","2026-06-04","2026-07-02","2026-06-25","","X-ray detector module","5","14550","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2852","Service part","Spain","Iberia Health","NordicRoute AB","Marta Ruiz","Return authorized","2026-05-24","","2026-06-22","","Ultrasound probe assembly","6","16181","EUR","Missing due date","Synthetic record: missing due date noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2853","Finished device","Italy","Clinica Nord IT","EastMed Transport","Luca Romano","Awaiting market action","2026-05-13","2026-05-31","2026-07-07","","Portable ultrasound unit","1","13412","EUR","Disposition pending","Synthetic record: disposition pending noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2854","Service part","United Kingdom","NHS Trust Demo","Atlantic MedFreight","Sarah Collins","Inspection pending","2026-05-02","2026-05-15","2026-07-04","","CT gantry sensor","2","12243","EUR","Carrier handoff","Synthetic record: carrier handoff noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2855","Service part","Sweden","Nordic Care SE","Alpine Freight AG","Erik Lind","Customs hold","2026-04-21","2026-04-29","2026-07-01","","Image reconstruction board","3","13874","EUR","Border processing","Synthetic record: border processing noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2856","Finished device","Belgium","BeLux Diagnostics","TransLine Europe","Marie Dubois","In transit","2026-04-10","2026-04-13","2026-06-28","","Emergency care display","4","18305","EUR","Missing local approval","Synthetic record: missing local approval noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2857","Service part","Austria","Alpen Klinik AT","NorthSea Freight","Thomas Gruber","Pickup pending","2026-06-22","2026-06-20","2026-06-25","","Detector calibration kit","5","17136","EUR","Missing due date","Synthetic record: missing due date noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2858","Service part","Poland","Warsaw Health PL","EuroRoute Logistics","Piotr Nowak","Closed","2026-06-11","2026-07-08","2026-06-22","2026-07-08","CT collimator module","6","18767","EUR","Normal processing","Synthetic record: normal processing noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2859","Finished device","Denmark","Copenhagen Imaging","MedMove Logistics","Freja Hansen","Received","2026-05-31","2026-06-22","2026-07-07","","Anesthesia workstation","1","15998","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2860","Service part","Ireland","Dublin Care IE","BritShip Medical","Niamh Byrne","Return authorized","2026-05-20","2026-06-06","2026-07-04","","Power distribution board","2","14829","EUR","Normal transit","Synthetic record: normal transit noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2861","Service part","Switzerland","Swiss Imaging AG","NordicRoute AB","Lena Meier","Awaiting market action","2026-05-09","2026-05-21","2026-07-01","","X-ray detector module","3","16460","EUR","Missing export document","Synthetic record: missing export document noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2862","Finished device","Portugal","Lisbon Diagnostics","EastMed Transport","Ines Silva","Inspection pending","2026-04-28","2026-05-05","2026-06-28","","Defibrillator system","4","20891","EUR","Inspection queue","Synthetic record: inspection queue noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2863","Service part","Norway","Oslo Care NO","Atlantic MedFreight","Kari Olsen","Customs hold","2026-04-17","2026-04-19","2026-06-25","","MRI cooling pump","5","19722","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2864","Service part","Finland","Helsinki Imaging","Alpine Freight AG","Aino Virtanen","In transit","2026-06-29","2026-06-26","2026-06-22","","CT gantry sensor","6","21353","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2865","Finished device","Germany","MedServ DE","TransLine Europe","Anna Keller","Pickup pending","2026-06-18","2026-07-14","2026-07-07","","Mobile C-arm","1","18584","EUR","Pickup missed","Synthetic record: pickup missed noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2866","Service part","Netherlands","Hospital Partner NL","NorthSea Freight","Joost Vermeer","Closed","2026-06-07","2026-06-28","2026-07-04","2026-06-28","Gradient amplifier card","2","17415","EUR","Customer site access","Synthetic record: customer site access noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2867","Service part","France","BioClinique FR","EuroRoute Logistics","Claire Martin","Received","2026-05-27","2026-06-12","2026-07-01","","Detector calibration kit","3","19046","EUR","Pickup capacity","Synthetic record: pickup capacity noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2868","Finished device","Spain","Iberia Health","MedMove Logistics","Marta Ruiz","Return authorized","2026-05-16","2026-05-27","2026-06-28","","Telemetry station","4","23477","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2869","Service part","Italy","Clinica Nord IT","BritShip Medical","Luca Romano","Awaiting market action","2026-05-05","2026-05-11","2026-06-25","","MRI RF coil","5","22308","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2870","Service part","United Kingdom","NHS Trust Demo","NordicRoute AB","Sarah Collins","Inspection pending","2026-04-24","2026-04-25","2026-06-22","","Power distribution board","6","23939","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2871","Finished device","Sweden","Nordic Care SE","EastMed Transport","Erik Lind","Customs hold","2026-04-13","2026-04-09","2026-07-07","","Patient monitor unit","1","21170","EUR","Disposition pending","Synthetic record: disposition pending noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2872","Service part","Belgium","BeLux Diagnostics","Atlantic MedFreight","Marie Dubois","In transit","2026-06-25","2026-07-20","2026-07-04","","Ultrasound probe assembly","2","20001","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2873","Service part","Austria","Alpen Klinik AT","Alpine Freight AG","Thomas Gruber","Pickup pending","2026-06-14","2026-07-04","2026-07-01","","MRI cooling pump","3","21632","EUR","Border processing","Synthetic record: border processing noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2874","Finished device","Poland","Warsaw Health PL","TransLine Europe","Piotr Nowak","Closed","2026-06-03","2026-06-18","2026-06-28","2026-06-18","Respiratory monitor","4","26063","EUR","Missing local approval","Synthetic record: missing local approval noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2875","Service part","Denmark","Copenhagen Imaging","NorthSea Freight","Freja Hansen","Received","2026-05-23","2026-06-02","2026-06-25","","Image reconstruction board","5","24894","EUR","Missing due date","Synthetic record: missing due date noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2876","Service part","Ireland","Dublin Care IE","EuroRoute Logistics","Niamh Byrne","Return authorized","2026-05-12","2026-05-17","2026-06-22","","Gradient amplifier card","6","26525","EUR","Normal processing","Synthetic record: normal processing noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2877","Finished device","Switzerland","Swiss Imaging AG","MedMove Logistics","Lena Meier","Awaiting market action","2026-05-01","2026-05-01","2026-07-07","","Patient telemetry receiver","1","23756","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2878","Service part","Portugal","Lisbon Diagnostics","BritShip Medical","Ines Silva","Inspection pending","2026-04-20","2026-04-15","2026-07-04","","CT collimator module","2","22587","EUR","Normal transit","Synthetic record: normal transit noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2879","Service part","Norway","Oslo Care NO","NordicRoute AB","Kari Olsen","Customs hold","2026-04-09","2026-05-03","2026-07-01","","MRI RF coil","3","24218","EUR","Missing export document","Synthetic record: missing export document noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2880","Finished device","Finland","Helsinki Imaging","EastMed Transport","Aino Virtanen","In transit","2026-06-21","2026-07-10","2026-06-28","","Vital signs monitor","4","28649","EUR","Inspection queue","Synthetic record: inspection queue noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2881","Service part","Germany","MedServ DE","Atlantic MedFreight","Anna Keller","Pickup pending","2026-06-10","2026-06-24","2026-06-25","","X-ray detector module","5","27480","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2882","Service part","Netherlands","Hospital Partner NL","Alpine Freight AG","Joost Vermeer","Closed","2026-05-30","2026-06-08","2026-06-22","2026-06-08","Ultrasound probe assembly","6","29111","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2883","Finished device","France","BioClinique FR","TransLine Europe","Claire Martin","Received","2026-05-19","2026-05-23","2026-07-07","","Portable ultrasound unit","1","26342","EUR","Pickup missed","Synthetic record: pickup missed noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2884","Service part","Spain","Iberia Health","NorthSea Freight","Marta Ruiz","Return authorized","2026-05-08","2026-05-07","2026-07-04","","CT gantry sensor","2","25173","EUR","Customer site access","Synthetic record: customer site access noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2885","Service part","Italy","Clinica Nord IT","EuroRoute Logistics","Luca Romano","Awaiting market action","2026-04-27","2026-05-25","2026-07-01","","Image reconstruction board","3","26804","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2886","Finished device","United Kingdom","NHS Trust Demo","MedMove Logistics","Sarah Collins","Inspection pending","2026-04-16","2026-05-09","2026-06-28","","Emergency care display","4","31235","EUR","Receiving backlog","Synthetic record: receiving backlog noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
